feature,importance
cat__country_MKD,0.00013766794538320603
cat__company_163,0.00011216727720089177
cat__country_MUS,0.0001052585518244227
cat__agent_170,9.629729731922424e-05
cat__country_BLR,9.557114985521989e-05
cat__company_203,9.417799606585449e-05
cat__agent_287,8.874571008994036e-05
cat__agent_187,7.32370248811527e-05
cat__reserved_room_type_D,6.929894076450493e-05
cat__country_MLT,6.595594742282909e-05
cat__agent_182,6.061960178809847e-05
cat__arrival_date_month_May,5.879892568538071e-05
cat__company_47,5.821832440917131e-05
cat__country_AZE,5.655397577486368e-05
cat__company_180,4.196298639028876e-05
num__babies,3.89586752804333e-05
num__children,3.302559293392136e-05
cat__country_ARG,3.2544153067219705e-05
cat__agent_31,2.977845837819095e-05
cat__country_PER,2.9333268606508613e-05
num__adr,2.706794670935068e-05
cat__agent_174,2.2477841039019693e-05
cat__agent_171,2.122656609831827e-05
cat__agent_78,1.8751535347356334e-05
cat__agent_52,1.860632981878542e-05
cat__reserved_room_type_C,1.8015574425372594e-05
cat__company_122,9.063248950125306e-06
num__previous_bookings_total,5.8578622602903495e-06
